User,Date,timeslot_count
43,2024-01-11,16
43,2024-01-12,19
43,2024-01-13,16
43,2024-01-14,17
43,2024-01-15,22
43,2024-01-16,13
43,2024-01-17,24
43,2024-01-18,17
43,2024-01-19,20
43,2024-01-20,23
43,2024-01-21,21
43,2024-01-22,20
43,2024-01-23,17
43,2024-01-24,20
43,2024-01-25,21
43,2024-01-26,12
43,2024-01-27,20
43,2024-01-28,15
43,2024-01-29,16
43,2024-01-30,15
44,2024-01-01,15
44,2024-01-02,15
44,2024-01-03,13
44,2024-01-04,22
44,2024-01-05,16
44,2024-01-06,18
44,2024-01-07,18
44,2024-01-08,16
44,2024-01-09,19
44,2024-01-10,16
44,2024-01-11,25
44,2024-01-12,17
44,2024-01-13,24
44,2024-01-14,17
44,2024-01-15,13
44,2024-01-16,19
44,2024-01-17,18
44,2024-01-18,17
44,2024-01-19,27
44,2024-01-20,20
44,2024-01-21,19
44,2024-01-22,21
44,2024-01-23,17
44,2024-01-24,21
44,2024-01-25,13
44,2024-01-26,15
44,2024-01-27,19
44,2024-01-28,12
44,2024-01-29,17
44,2024-01-30,19
45,2024-01-01,17
45,2024-01-02,17
45,2024-01-03,22
45,2024-01-04,20
45,2024-01-05,12
45,2024-01-06,16
45,2024-01-07,15
45,2024-01-08,21
45,2024-01-09,19
45,2024-01-10,15
45,2024-01-11,18
45,2024-01-12,20
45,2024-01-13,18
45,2024-01-14,19
45,2024-01-15,18
45,2024-01-16,14
45,2024-01-17,13
45,2024-01-18,20
45,2024-01-19,17
45,2024-01-20,18
45,2024-01-21,14
45,2024-01-22,16
45,2024-01-23,15
45,2024-01-24,18
45,2024-01-25,16
45,2024-01-26,17
45,2024-01-27,15
45,2024-01-28,22
45,2024-01-29,17
45,2024-01-30,25
46,2024-01-01,13
46,2024-01-02,25
46,2024-01-03,23
46,2024-01-04,16
46,2024-01-05,17
46,2024-01-06,16
46,2024-01-07,16
46,2024-01-08,22
46,2024-01-09,19
46,2024-01-10,14
46,2024-01-11,14
46,2024-01-12,12
46,2024-01-13,20
46,2024-01-14,20
46,2024-01-15,27
46,2024-01-16,15
46,2024-01-17,20
46,2024-01-18,24
46,2024-01-19,13
46,2024-01-20,16
46,2024-01-21,16
46,2024-01-22,12
46,2024-01-23,23
46,2024-01-24,27
46,2024-01-25,18
46,2024-01-26,17
46,2024-01-27,26
46,2024-01-28,19
46,2024-01-29,19
46,2024-01-30,24
47,2024-01-01,25
47,2024-01-02,17
47,2024-01-03,20
47,2024-01-04,25
47,2024-01-05,18
47,2024-01-06,27
47,2024-01-07,17
47,2024-01-08,19
47,2024-01-09,14
47,2024-01-10,17
47,2024-01-11,13
47,2024-01-12,16
47,2024-01-13,18
47,2024-01-14,21
47,2024-01-15,15
47,2024-01-16,16
47,2024-01-17,25
47,2024-01-18,18
47,2024-01-19,15
47,2024-01-20,14
47,2024-01-21,17
47,2024-01-22,17
47,2024-01-23,16
47,2024-01-24,17
47,2024-01-25,14
47,2024-01-26,22
47,2024-01-27,17
47,2024-01-28,22
47,2024-01-29,20
47,2024-01-30,19
48,2024-01-01,15
48,2024-01-02,16
48,2024-01-03,17
48,2024-01-04,15
48,2024-01-05,17
48,2024-01-06,25
48,2024-01-07,17
48,2024-01-08,23
48,2024-01-09,16
48,2024-01-10,19
48,2024-01-11,20
48,2024-01-12,22
48,2024-01-13,20
48,2024-01-14,16
48,2024-01-15,25
48,2024-01-16,20
48,2024-01-17,14
48,2024-01-18,14
48,2024-01-19,20
48,2024-01-20,17
48,2024-01-21,23
48,2024-01-22,21
48,2024-01-23,21
48,2024-01-24,19
48,2024-01-25,13
48,2024-01-26,16
48,2024-01-27,21
48,2024-01-28,20
48,2024-01-29,17
48,2024-01-30,19
49,2024-01-01,26
49,2024-01-02,17
49,2024-01-03,17
49,2024-01-04,16
49,2024-01-05,19
49,2024-01-06,13
49,2024-01-07,13
49,2024-01-08,20
49,2024-01-09,17
49,2024-01-10,18
49,2024-01-11,22
49,2024-01-12,17
49,2024-01-13,20
49,2024-01-14,15
49,2024-01-15,14
49,2024-01-16,16
49,2024-01-17,24
49,2024-01-18,15
49,2024-01-19,18
49,2024-01-20,26
49,2024-01-21,23
49,2024-01-22,22
49,2024-01-23,23
49,2024-01-24,21
49,2024-01-25,19
49,2024-01-26,17
49,2024-01-27,17
49,2024-01-28,17
49,2024-01-29,13
49,2024-01-30,22
50,2024-01-01,14
50,2024-01-02,22
50,2024-01-03,19
50,2024-01-04,11
50,2024-01-05,18
50,2024-01-06,24
50,2024-01-07,22
50,2024-01-08,17
50,2024-01-09,21
50,2024-01-10,19
50,2024-01-11,21
50,2024-01-12,19
50,2024-01-13,21
50,2024-01-14,20
50,2024-01-15,16
50,2024-01-16,14
50,2024-01-17,24
50,2024-01-18,18
50,2024-01-19,20
50,2024-01-20,18
50,2024-01-21,12
50,2024-01-22,18
50,2024-01-23,18
50,2024-01-24,24
50,2024-01-25,19
50,2024-01-26,14
50,2024-01-27,17
50,2024-01-28,21
50,2024-01-29,24
50,2024-01-30,16
51,2024-01-01,15
51,2024-01-02,15
51,2024-01-03,18
51,2024-01-04,16
51,2024-01-05,16
51,2024-01-06,16
51,2024-01-07,22
51,2024-01-08,21
51,2024-01-09,21
51,2024-01-10,16
51,2024-01-11,18
51,2024-01-12,17
51,2024-01-13,18
51,2024-01-14,21
51,2024-01-15,20
51,2024-01-16,23
51,2024-01-17,22
51,2024-01-18,14
51,2024-01-19,19
51,2024-01-20,18
51,2024-01-21,20
51,2024-01-22,23
51,2024-01-23,19
51,2024-01-24,16
51,2024-01-25,21
51,2024-01-26,18
51,2024-01-27,19
51,2024-01-28,18
51,2024-01-29,22
51,2024-01-30,18
52,2024-01-01,14
52,2024-01-02,21
52,2024-01-03,28
52,2024-01-04,19
52,2024-01-05,18
52,2024-01-06,19
52,2024-01-07,17
52,2024-01-08,15
52,2024-01-09,23
52,2024-01-10,28
52,2024-01-11,23
52,2024-01-12,16
52,2024-01-13,20
52,2024-01-14,17
52,2024-01-15,23
52,2024-01-16,18
52,2024-01-17,14
52,2024-01-18,17
52,2024-01-19,18
52,2024-01-20,27
52,2024-01-21,19
52,2024-01-22,19
52,2024-01-23,14
52,2024-01-24,23
52,2024-01-25,18
52,2024-01-26,16
52,2024-01-27,11
52,2024-01-28,25
52,2024-01-29,15
52,2024-01-30,24
53,2024-01-01,20
53,2024-01-02,13
53,2024-01-03,15
53,2024-01-04,20
53,2024-01-05,19
53,2024-01-06,16
53,2024-01-07,20
53,2024-01-08,16
53,2024-01-09,16
53,2024-01-10,17
53,2024-01-11,15
53,2024-01-12,22
53,2024-01-13,19
53,2024-01-14,20
53,2024-01-15,19
53,2024-01-16,16
53,2024-01-17,23
53,2024-01-18,13
53,2024-01-19,21
53,2024-01-20,16
53,2024-01-21,28
53,2024-01-22,17
53,2024-01-23,18
53,2024-01-24,22
53,2024-01-25,23
53,2024-01-26,21
53,2024-01-27,26
53,2024-01-28,27
53,2024-01-29,18
53,2024-01-30,18
54,2024-01-01,21
54,2024-01-02,17
54,2024-01-03,21
54,2024-01-04,15
54,2024-01-05,19
54,2024-01-06,22
54,2024-01-07,15
54,2024-01-08,14
54,2024-01-09,12
54,2024-01-10,18
54,2024-01-11,19
54,2024-01-12,18
54,2024-01-13,22
54,2024-01-14,17
54,2024-01-15,15
54,2024-01-16,18
54,2024-01-17,20
54,2024-01-18,11
54,2024-01-19,16
54,2024-01-20,21
54,2024-01-21,15
54,2024-01-22,13
54,2024-01-23,12
54,2024-01-24,17
54,2024-01-25,19
54,2024-01-26,20
54,2024-01-27,17
54,2024-01-28,17
54,2024-01-29,23
54,2024-01-30,18
55,2024-01-01,15
55,2024-01-02,21
55,2024-01-03,22
55,2024-01-04,19
55,2024-01-05,16
55,2024-01-06,19
55,2024-01-07,19
55,2024-01-08,12
55,2024-01-09,19
55,2024-01-10,16
55,2024-01-11,20
55,2024-01-12,14
55,2024-01-13,12
55,2024-01-14,14
55,2024-01-15,19
55,2024-01-16,21
55,2024-01-17,19
55,2024-01-18,20
55,2024-01-19,29
55,2024-01-20,21
55,2024-01-21,22
55,2024-01-22,22
55,2024-01-23,25
55,2024-01-24,19
55,2024-01-25,24
55,2024-01-26,12
55,2024-01-27,22
55,2024-01-28,16
55,2024-01-29,20
55,2024-01-30,13
56,2024-01-01,18
56,2024-01-02,15
56,2024-01-03,15
56,2024-01-04,19
56,2024-01-05,13
56,2024-01-06,16
56,2024-01-07,18
56,2024-01-08,25
56,2024-01-09,15
56,2024-01-10,17
56,2024-01-11,18
56,2024-01-12,16
56,2024-01-13,20
56,2024-01-14,21
56,2024-01-15,18
56,2024-01-16,21
56,2024-01-17,21
56,2024-01-18,21
56,2024-01-19,22
56,2024-01-20,24
56,2024-01-21,15
56,2024-01-22,19
56,2024-01-23,13
56,2024-01-24,25
56,2024-01-25,23
56,2024-01-26,17
56,2024-01-27,20
56,2024-01-28,17
56,2024-01-29,23
56,2024-01-30,23
57,2024-01-01,13
57,2024-01-02,15
57,2024-01-03,17
57,2024-01-04,13
57,2024-01-05,17
57,2024-01-06,14
57,2024-01-07,20
57,2024-01-08,24
57,2024-01-09,24
57,2024-01-10,20
57,2024-01-11,21
57,2024-01-12,14
57,2024-01-13,14
57,2024-01-14,19
57,2024-01-15,26
57,2024-01-16,18
57,2024-01-17,19
57,2024-01-18,16
57,2024-01-19,17
57,2024-01-20,16
57,2024-01-21,13
57,2024-01-22,19
57,2024-01-23,20
57,2024-01-24,23
57,2024-01-25,17
57,2024-01-26,18
57,2024-01-27,22
57,2024-01-28,15
57,2024-01-29,12
57,2024-01-30,16
58,2024-01-01,20
58,2024-01-02,23
58,2024-01-03,12
58,2024-01-04,17
58,2024-01-05,20
58,2024-01-06,19
58,2024-01-07,20
58,2024-01-08,20
58,2024-01-09,19
58,2024-01-10,13
58,2024-01-11,20
58,2024-01-12,23
58,2024-01-13,16
58,2024-01-14,20
58,2024-01-15,15
58,2024-01-16,19
58,2024-01-17,15
58,2024-01-18,22
58,2024-01-19,19
58,2024-01-20,12
58,2024-01-21,15
58,2024-01-22,24
58,2024-01-23,13
58,2024-01-24,24
58,2024-01-25,19
58,2024-01-26,19
58,2024-01-27,14
58,2024-01-28,30
58,2024-01-29,12
58,2024-01-30,19
59,2024-01-01,17
59,2024-01-02,20
59,2024-01-03,20
59,2024-01-04,17
59,2024-01-05,12
59,2024-01-06,23
59,2024-01-07,17
59,2024-01-08,17
59,2024-01-09,16
59,2024-01-10,14
59,2024-01-11,27
59,2024-01-12,13
59,2024-01-13,19
59,2024-01-14,18
59,2024-01-15,18
59,2024-01-16,17
59,2024-01-17,18
59,2024-01-18,11
59,2024-01-19,16
59,2024-01-20,16
59,2024-01-21,20
59,2024-01-22,16
59,2024-01-23,19
59,2024-01-24,22
59,2024-01-25,16
59,2024-01-26,18
59,2024-01-27,15
59,2024-01-28,20
59,2024-01-29,27
59,2024-01-30,15
60,2024-01-01,25
60,2024-01-02,23
60,2024-01-03,28
60,2024-01-04,16
60,2024-01-05,20
60,2024-01-06,19
60,2024-01-07,17
60,2024-01-08,15
60,2024-01-09,16
60,2024-01-10,12
60,2024-01-11,23
60,2024-01-12,18
60,2024-01-13,24
60,2024-01-14,21
60,2024-01-15,14
60,2024-01-16,13
60,2024-01-17,16
60,2024-01-18,21
60,2024-01-19,19
60,2024-01-20,17
60,2024-01-21,20
60,2024-01-22,21
60,2024-01-23,28
60,2024-01-24,11
60,2024-01-25,19
60,2024-01-26,19
60,2024-01-27,22
60,2024-01-28,18
60,2024-01-29,13
60,2024-01-30,14
61,2024-01-01,24
61,2024-01-02,20
61,2024-01-03,22
61,2024-01-04,18
61,2024-01-05,25
61,2024-01-06,19
61,2024-01-07,19
61,2024-01-08,18
61,2024-01-09,20
61,2024-01-10,17
61,2024-01-11,13
61,2024-01-12,16
61,2024-01-13,24
61,2024-01-14,13
61,2024-01-15,22
61,2024-01-16,20
61,2024-01-17,18
61,2024-01-18,21
61,2024-01-19,23
61,2024-01-20,11
61,2024-01-21,21
61,2024-01-22,19
61,2024-01-23,18
61,2024-01-24,22
61,2024-01-25,12
61,2024-01-26,21
61,2024-01-27,12
61,2024-01-28,12
61,2024-01-29,19
61,2024-01-30,13
62,2024-01-01,15
62,2024-01-02,21
62,2024-01-03,27
62,2024-01-04,25
62,2024-01-05,22
62,2024-01-06,16
62,2024-01-07,11
62,2024-01-08,16
62,2024-01-09,13
62,2024-01-10,26
62,2024-01-11,21
62,2024-01-12,11
62,2024-01-13,9
62,2024-01-14,13
62,2024-01-15,17
62,2024-01-16,16
62,2024-01-17,22
62,2024-01-18,18
62,2024-01-19,17
62,2024-01-20,17
62,2024-01-21,21
62,2024-01-22,24
62,2024-01-23,22
62,2024-01-24,16
62,2024-01-25,18
62,2024-01-26,21
62,2024-01-27,23
62,2024-01-28,12
62,2024-01-29,20
62,2024-01-30,23
63,2024-01-01,22
63,2024-01-02,19
63,2024-01-03,23
63,2024-01-04,18
63,2024-01-05,18
63,2024-01-06,26
63,2024-01-07,18
63,2024-01-08,33
63,2024-01-09,15
63,2024-01-10,19
63,2024-01-11,20
63,2024-01-12,19
63,2024-01-13,14
63,2024-01-14,24
63,2024-01-15,20
63,2024-01-16,17
63,2024-01-17,23
63,2024-01-18,11
63,2024-01-19,18
63,2024-01-20,18
63,2024-01-21,15
63,2024-01-22,21
63,2024-01-23,10
63,2024-01-24,20
63,2024-01-25,23
63,2024-01-26,25
63,2024-01-27,23
63,2024-01-28,20
63,2024-01-29,19
63,2024-01-30,17
64,2024-01-01,24
64,2024-01-02,27
64,2024-01-03,18
64,2024-01-04,17
64,2024-01-05,16
64,2024-01-06,20
64,2024-01-07,23
64,2024-01-08,14
64,2024-01-09,26
64,2024-01-10,27
64,2024-01-11,21
64,2024-01-12,16
64,2024-01-13,21
64,2024-01-14,24
64,2024-01-15,17
64,2024-01-16,13
64,2024-01-17,24
64,2024-01-18,20
64,2024-01-19,25
64,2024-01-20,22
64,2024-01-21,17
64,2024-01-22,18
64,2024-01-23,22
64,2024-01-24,13
64,2024-01-25,24
64,2024-01-26,16
64,2024-01-27,21
64,2024-01-28,20
64,2024-01-29,14
64,2024-01-30,32
65,2024-01-01,21
65,2024-01-02,21
65,2024-01-03,14
65,2024-01-04,15
65,2024-01-05,23
65,2024-01-06,25
65,2024-01-07,18
65,2024-01-08,16
65,2024-01-09,17
65,2024-01-10,24
65,2024-01-11,19
65,2024-01-12,17
65,2024-01-13,17
65,2024-01-14,14
65,2024-01-15,21
65,2024-01-16,20
65,2024-01-17,20
65,2024-01-18,16
65,2024-01-19,20
65,2024-01-20,13
65,2024-01-21,22
65,2024-01-22,27
65,2024-01-23,17
65,2024-01-24,19
65,2024-01-25,22
65,2024-01-26,14
65,2024-01-27,21
65,2024-01-28,22
65,2024-01-29,18
65,2024-01-30,20
66,2024-01-01,17
66,2024-01-02,19
66,2024-01-03,10
66,2024-01-04,13
66,2024-01-05,20
66,2024-01-06,23
66,2024-01-07,12
66,2024-01-08,27
66,2024-01-09,20
66,2024-01-10,20
66,2024-01-11,23
66,2024-01-12,16
66,2024-01-13,19
66,2024-01-14,14
66,2024-01-15,22
66,2024-01-16,20
66,2024-01-17,18
66,2024-01-18,13
66,2024-01-19,25
66,2024-01-20,20
66,2024-01-21,13
66,2024-01-22,18
66,2024-01-23,21
66,2024-01-24,22
66,2024-01-25,18
66,2024-01-26,20
66,2024-01-27,11
66,2024-01-28,17
66,2024-01-29,19
66,2024-01-30,19
67,2024-01-01,19
67,2024-01-02,18
67,2024-01-03,22
67,2024-01-04,26
67,2024-01-05,18
67,2024-01-06,12
67,2024-01-07,15
67,2024-01-08,18
67,2024-01-09,22
67,2024-01-10,17
67,2024-01-11,13
67,2024-01-12,24
67,2024-01-13,17
67,2024-01-14,17
67,2024-01-15,18
67,2024-01-16,25
67,2024-01-17,17
67,2024-01-18,27
67,2024-01-19,28
67,2024-01-20,20
67,2024-01-21,17
67,2024-01-22,24
67,2024-01-23,20
67,2024-01-24,21
67,2024-01-25,16
67,2024-01-26,15
67,2024-01-27,19
67,2024-01-28,15
67,2024-01-29,14
67,2024-01-30,17
68,2024-01-01,18
68,2024-01-02,24
68,2024-01-03,19
68,2024-01-04,17
68,2024-01-05,20
68,2024-01-06,18
68,2024-01-07,15
68,2024-01-08,10
68,2024-01-09,19
68,2024-01-10,17
68,2024-01-11,15
68,2024-01-12,12
68,2024-01-13,21
68,2024-01-14,17
68,2024-01-15,21
68,2024-01-16,12
68,2024-01-17,20
68,2024-01-18,14
68,2024-01-19,20
68,2024-01-20,21
68,2024-01-21,12
68,2024-01-22,18
68,2024-01-23,12
68,2024-01-24,16
68,2024-01-25,22
68,2024-01-26,20
68,2024-01-27,19
68,2024-01-28,13
68,2024-01-29,27
68,2024-01-30,16
69,2024-01-01,22
69,2024-01-02,22
69,2024-01-03,18
69,2024-01-04,20
69,2024-01-05,14
69,2024-01-06,22
69,2024-01-07,14
69,2024-01-08,15
69,2024-01-09,20
69,2024-01-10,16
69,2024-01-11,16
69,2024-01-12,24
69,2024-01-13,17
69,2024-01-14,13
69,2024-01-15,11
69,2024-01-16,12
69,2024-01-17,20
69,2024-01-18,20
69,2024-01-19,15
69,2024-01-20,18
69,2024-01-21,26
69,2024-01-22,21
69,2024-01-23,19
69,2024-01-24,19
69,2024-01-25,22
69,2024-01-26,23
69,2024-01-27,18
69,2024-01-28,20
69,2024-01-29,21
69,2024-01-30,17
70,2024-01-01,16
70,2024-01-02,17
70,2024-01-03,20
70,2024-01-04,22
70,2024-01-05,17
70,2024-01-06,19
70,2024-01-07,14
70,2024-01-08,20
70,2024-01-09,19
70,2024-01-10,21
70,2024-01-11,17
70,2024-01-12,17
70,2024-01-13,24
70,2024-01-14,16
70,2024-01-15,19
70,2024-01-16,19
70,2024-01-17,20
70,2024-01-18,15
70,2024-01-19,20
70,2024-01-20,22
70,2024-01-21,21
70,2024-01-22,14
70,2024-01-23,23
70,2024-01-24,23
70,2024-01-25,14
70,2024-01-26,22
70,2024-01-27,19
70,2024-01-28,21
70,2024-01-29,18
70,2024-01-30,17
71,2024-01-01,19
71,2024-01-02,15
71,2024-01-03,17
71,2024-01-04,15
71,2024-01-05,17
71,2024-01-06,22
71,2024-01-07,22
71,2024-01-08,14
71,2024-01-09,19
71,2024-01-10,24
71,2024-01-11,16
71,2024-01-12,12
71,2024-01-13,21
71,2024-01-14,21
71,2024-01-15,16
71,2024-01-16,11
71,2024-01-17,17
71,2024-01-18,12
71,2024-01-19,15
71,2024-01-20,21
71,2024-01-21,22
71,2024-01-22,11
71,2024-01-23,19
71,2024-01-24,18
71,2024-01-25,17
71,2024-01-26,28
71,2024-01-27,16
71,2024-01-28,16
71,2024-01-29,23
71,2024-01-30,18
72,2024-01-01,16
72,2024-01-02,20
72,2024-01-03,23
72,2024-01-04,23
72,2024-01-05,18
72,2024-01-06,18
72,2024-01-07,18
72,2024-01-08,12
72,2024-01-09,26
72,2024-01-10,16
72,2024-01-11,18
72,2024-01-12,22
72,2024-01-13,17
72,2024-01-14,15
72,2024-01-15,12
72,2024-01-16,17
72,2024-01-17,18
72,2024-01-18,26
72,2024-01-19,19
72,2024-01-20,20
72,2024-01-21,19
72,2024-01-22,20
72,2024-01-23,11
72,2024-01-24,21
72,2024-01-25,17
72,2024-01-26,15
72,2024-01-27,14
72,2024-01-28,21
72,2024-01-29,12
72,2024-01-30,12
73,2024-01-01,13
73,2024-01-02,16
73,2024-01-03,23
73,2024-01-04,22
73,2024-01-05,22
73,2024-01-06,16
73,2024-01-07,16
73,2024-01-08,20
73,2024-01-09,22
73,2024-01-10,18
73,2024-01-11,20
73,2024-01-12,20
73,2024-01-13,19
73,2024-01-14,19
73,2024-01-15,20
73,2024-01-16,18
73,2024-01-17,16
73,2024-01-18,13
73,2024-01-19,19
73,2024-01-20,14
73,2024-01-21,17
73,2024-01-22,17
73,2024-01-23,22
73,2024-01-24,17
73,2024-01-25,20
73,2024-01-26,16
73,2024-01-27,17
73,2024-01-28,19
73,2024-01-29,17
73,2024-01-30,14
74,2024-01-01,16
74,2024-01-02,17
74,2024-01-03,17
74,2024-01-04,20
74,2024-01-05,22
74,2024-01-06,19
74,2024-01-07,17
74,2024-01-08,20
74,2024-01-09,22
74,2024-01-10,15
74,2024-01-11,17
74,2024-01-12,20
74,2024-01-13,20
74,2024-01-14,9
74,2024-01-15,26
74,2024-01-16,19
74,2024-01-17,15
74,2024-01-18,15
74,2024-01-19,23
74,2024-01-20,20
74,2024-01-21,12
74,2024-01-22,17
74,2024-01-23,17
74,2024-01-24,17
74,2024-01-25,15
74,2024-01-26,21
74,2024-01-27,20
74,2024-01-28,20
74,2024-01-29,19
74,2024-01-30,21
75,2024-01-01,26
75,2024-01-02,14
75,2024-01-03,19
75,2024-01-04,16
75,2024-01-05,11
75,2024-01-06,15
75,2024-01-07,20
75,2024-01-08,17
75,2024-01-09,21
75,2024-01-10,16
75,2024-01-11,14
75,2024-01-12,18
75,2024-01-13,19
75,2024-01-14,17
75,2024-01-15,22
75,2024-01-16,20
75,2024-01-17,20
75,2024-01-18,10
75,2024-01-19,12
75,2024-01-20,18
75,2024-01-21,23
75,2024-01-22,19
75,2024-01-23,18
75,2024-01-24,18
75,2024-01-25,14
75,2024-01-26,19
75,2024-01-27,16
75,2024-01-28,17
75,2024-01-29,20
75,2024-01-30,19
76,2024-01-01,16
76,2024-01-02,16
76,2024-01-03,28
76,2024-01-04,21
76,2024-01-05,19
76,2024-01-06,13
76,2024-01-07,18
76,2024-01-08,20
76,2024-01-09,19
76,2024-01-10,20
76,2024-01-11,15
76,2024-01-12,12
76,2024-01-13,14
76,2024-01-14,14
76,2024-01-15,14
76,2024-01-16,14
76,2024-01-17,18
76,2024-01-18,24
76,2024-01-19,13
76,2024-01-20,27
76,2024-01-21,25
76,2024-01-22,12
76,2024-01-23,16
76,2024-01-24,22
76,2024-01-25,19
76,2024-01-26,18
76,2024-01-27,19
76,2024-01-28,24
76,2024-01-29,21
76,2024-01-30,14
77,2024-01-01,18
77,2024-01-02,17
77,2024-01-03,16
77,2024-01-04,11
77,2024-01-05,17
77,2024-01-06,19
77,2024-01-07,16
77,2024-01-08,20
77,2024-01-09,21
77,2024-01-10,16
77,2024-01-11,31
77,2024-01-12,21
77,2024-01-13,20
77,2024-01-14,15
77,2024-01-15,14
77,2024-01-16,19
77,2024-01-17,18
77,2024-01-18,17
77,2024-01-19,19
77,2024-01-20,17
77,2024-01-21,15
77,2024-01-22,19
77,2024-01-23,19
77,2024-01-24,24
77,2024-01-25,21
77,2024-01-26,23
77,2024-01-27,22
77,2024-01-28,25
77,2024-01-29,18
77,2024-01-30,17
78,2024-01-01,14
78,2024-01-02,15
78,2024-01-03,14
78,2024-01-04,14
78,2024-01-05,26
78,2024-01-06,21
78,2024-01-07,20
78,2024-01-08,17
78,2024-01-09,20
78,2024-01-10,25
78,2024-01-11,18
78,2024-01-12,18
78,2024-01-13,15
78,2024-01-14,17
78,2024-01-15,16
78,2024-01-16,20
78,2024-01-17,18
78,2024-01-18,19
78,2024-01-19,23
78,2024-01-20,13
78,2024-01-21,19
78,2024-01-22,19
78,2024-01-23,20
78,2024-01-24,24
78,2024-01-25,22
78,2024-01-26,9
78,2024-01-27,23
78,2024-01-28,15
78,2024-01-29,14
78,2024-01-30,16
79,2024-01-01,23
79,2024-01-02,16
79,2024-01-03,24
79,2024-01-04,23
79,2024-01-05,14
79,2024-01-06,19
79,2024-01-07,18
79,2024-01-08,25
79,2024-01-09,17
79,2024-01-10,16
79,2024-01-11,21
79,2024-01-12,21
79,2024-01-13,29
79,2024-01-14,15
79,2024-01-15,13
79,2024-01-16,23
79,2024-01-17,14
79,2024-01-18,17
79,2024-01-19,24
79,2024-01-20,19
79,2024-01-21,21
79,2024-01-22,15
79,2024-01-23,24
79,2024-01-24,21
79,2024-01-25,21
79,2024-01-26,22
79,2024-01-27,22
79,2024-01-28,19
79,2024-01-29,21
79,2024-01-30,17
80,2024-01-01,16
80,2024-01-02,16
80,2024-01-03,22
80,2024-01-04,24
80,2024-01-05,25
80,2024-01-06,19
80,2024-01-07,23
80,2024-01-08,13
80,2024-01-09,19
80,2024-01-10,12
80,2024-01-11,15
80,2024-01-12,22
80,2024-01-13,25
80,2024-01-14,18
80,2024-01-15,14
80,2024-01-16,28
80,2024-01-17,17
80,2024-01-18,23
80,2024-01-19,20
80,2024-01-20,22
80,2024-01-21,29
80,2024-01-22,23
80,2024-01-23,14
80,2024-01-24,17
80,2024-01-25,15
80,2024-01-26,20
80,2024-01-27,10
80,2024-01-28,17
80,2024-01-29,16
80,2024-01-30,18
81,2024-01-01,12
81,2024-01-02,17
81,2024-01-03,14
81,2024-01-04,18
81,2024-01-05,18
81,2024-01-06,14
81,2024-01-07,23
81,2024-01-08,18
81,2024-01-09,19
81,2024-01-10,19
81,2024-01-11,18
81,2024-01-12,16
81,2024-01-13,22
81,2024-01-14,13
81,2024-01-15,21
81,2024-01-16,22
81,2024-01-17,17
81,2024-01-18,19
81,2024-01-19,24
81,2024-01-20,20
81,2024-01-21,17
81,2024-01-22,19
81,2024-01-23,18
81,2024-01-24,18
81,2024-01-25,18
81,2024-01-26,12
81,2024-01-27,20
81,2024-01-28,21
81,2024-01-29,19
81,2024-01-30,16
82,2024-01-01,18
82,2024-01-02,20
82,2024-01-03,12
82,2024-01-04,16
82,2024-01-05,13
82,2024-01-06,24
82,2024-01-07,23
82,2024-01-08,18
82,2024-01-09,20
82,2024-01-10,14
82,2024-01-11,15
82,2024-01-12,17
82,2024-01-13,18
82,2024-01-14,24
82,2024-01-15,15
82,2024-01-16,22
82,2024-01-17,21
82,2024-01-18,16
82,2024-01-19,19
82,2024-01-20,11
82,2024-01-21,16
82,2024-01-22,21
82,2024-01-23,14
82,2024-01-24,14
82,2024-01-25,19
82,2024-01-26,20
82,2024-01-27,21
82,2024-01-28,24
82,2024-01-29,19
82,2024-01-30,16
83,2024-01-01,21
83,2024-01-02,15
83,2024-01-03,15
83,2024-01-04,15
83,2024-01-05,16
83,2024-01-06,20
83,2024-01-07,18
83,2024-01-08,21
83,2024-01-09,25
83,2024-01-10,20
83,2024-01-11,20
83,2024-01-12,23
83,2024-01-13,14
83,2024-01-14,23
83,2024-01-15,22
83,2024-01-16,18
83,2024-01-17,19
83,2024-01-18,13
83,2024-01-19,17
83,2024-01-20,19
83,2024-01-21,23
83,2024-01-22,20
83,2024-01-23,15
83,2024-01-24,20
83,2024-01-25,22
83,2024-01-26,19
83,2024-01-27,23
83,2024-01-28,17
83,2024-01-29,21
83,2024-01-30,26
84,2024-01-01,12
84,2024-01-02,17
84,2024-01-03,17
84,2024-01-04,16
84,2024-01-05,16
84,2024-01-06,22
84,2024-01-07,21
84,2024-01-08,17
84,2024-01-09,20
84,2024-01-10,25
84,2024-01-11,20
84,2024-01-12,24
84,2024-01-13,18
84,2024-01-14,16
84,2024-01-15,19
84,2024-01-16,11
84,2024-01-17,14
84,2024-01-18,18
84,2024-01-19,16
84,2024-01-20,15
84,2024-01-21,14
84,2024-01-22,19
84,2024-01-23,18
84,2024-01-24,18
84,2024-01-25,17
84,2024-01-26,17
84,2024-01-27,19
84,2024-01-28,16
84,2024-01-29,14
84,2024-01-30,22
85,2024-01-01,12
85,2024-01-02,17
85,2024-01-03,17
85,2024-01-04,19
85,2024-01-05,19
85,2024-01-06,18
85,2024-01-07,24
85,2024-01-08,20
85,2024-01-09,17
85,2024-01-10,20
85,2024-01-11,16
85,2024-01-12,20
85,2024-01-13,26
85,2024-01-14,17
85,2024-01-15,17
85,2024-01-16,22
85,2024-01-17,19
85,2024-01-18,12
85,2024-01-19,16
85,2024-01-20,20
85,2024-01-21,21
