User,Date,toggle_count
43,2024-01-11,77
43,2024-01-12,68
43,2024-01-13,79
43,2024-01-14,73
43,2024-01-15,65
43,2024-01-16,89
43,2024-01-17,71
43,2024-01-18,88
43,2024-01-19,75
43,2024-01-20,70
43,2024-01-21,74
43,2024-01-22,73
43,2024-01-23,74
43,2024-01-24,72
43,2024-01-25,67
43,2024-01-26,86
43,2024-01-27,73
43,2024-01-28,87
43,2024-01-29,82
43,2024-01-30,83
44,2024-01-01,74
44,2024-01-02,80
44,2024-01-03,88
44,2024-01-04,68
44,2024-01-05,82
44,2024-01-06,80
44,2024-01-07,92
44,2024-01-08,76
44,2024-01-09,74
44,2024-01-10,78
44,2024-01-11,70
44,2024-01-12,77
44,2024-01-13,67
44,2024-01-14,80
44,2024-01-15,83
44,2024-01-16,72
44,2024-01-17,66
44,2024-01-18,79
44,2024-01-19,64
44,2024-01-20,73
44,2024-01-21,87
44,2024-01-22,72
44,2024-01-23,72
44,2024-01-24,80
44,2024-01-25,82
44,2024-01-26,77
44,2024-01-27,69
44,2024-01-28,83
44,2024-01-29,71
44,2024-01-30,73
45,2024-01-01,78
45,2024-01-02,78
45,2024-01-03,66
45,2024-01-04,69
45,2024-01-05,81
45,2024-01-06,71
45,2024-01-07,88
45,2024-01-08,69
45,2024-01-09,75
45,2024-01-10,79
45,2024-01-11,77
45,2024-01-12,79
45,2024-01-13,76
45,2024-01-14,76
45,2024-01-15,78
45,2024-01-16,92
45,2024-01-17,82
45,2024-01-18,81
45,2024-01-19,78
45,2024-01-20,84
45,2024-01-21,82
45,2024-01-22,79
45,2024-01-23,77
45,2024-01-24,78
45,2024-01-25,71
45,2024-01-26,78
45,2024-01-27,84
45,2024-01-28,72
45,2024-01-29,78
45,2024-01-30,64
46,2024-01-01,80
46,2024-01-02,66
46,2024-01-03,63
46,2024-01-04,86
46,2024-01-05,73
46,2024-01-06,72
46,2024-01-07,88
46,2024-01-08,66
46,2024-01-09,71
46,2024-01-10,88
46,2024-01-11,83
46,2024-01-12,73
46,2024-01-13,76
46,2024-01-14,78
46,2024-01-15,71
46,2024-01-16,79
46,2024-01-17,80
46,2024-01-18,70
46,2024-01-19,85
46,2024-01-20,78
46,2024-01-21,80
46,2024-01-22,87
46,2024-01-23,68
46,2024-01-24,60
46,2024-01-25,71
46,2024-01-26,74
46,2024-01-27,64
46,2024-01-28,84
46,2024-01-29,70
46,2024-01-30,63
47,2024-01-01,67
47,2024-01-02,83
47,2024-01-03,70
47,2024-01-04,69
47,2024-01-05,74
47,2024-01-06,66
47,2024-01-07,85
47,2024-01-08,72
47,2024-01-09,86
47,2024-01-10,81
47,2024-01-11,85
47,2024-01-12,73
47,2024-01-13,67
47,2024-01-14,70
47,2024-01-15,71
47,2024-01-16,81
47,2024-01-17,65
47,2024-01-18,89
47,2024-01-19,80
47,2024-01-20,77
47,2024-01-21,78
47,2024-01-22,88
47,2024-01-23,80
47,2024-01-24,77
47,2024-01-25,82
47,2024-01-26,75
47,2024-01-27,84
47,2024-01-28,72
47,2024-01-29,72
47,2024-01-30,81
48,2024-01-01,81
48,2024-01-02,85
48,2024-01-03,76
48,2024-01-04,81
48,2024-01-05,81
48,2024-01-06,58
48,2024-01-07,84
48,2024-01-08,71
48,2024-01-09,80
48,2024-01-10,76
48,2024-01-11,76
48,2024-01-12,74
48,2024-01-13,78
48,2024-01-14,76
48,2024-01-15,60
48,2024-01-16,64
48,2024-01-17,84
48,2024-01-18,85
48,2024-01-19,80
48,2024-01-20,75
48,2024-01-21,70
48,2024-01-22,79
48,2024-01-23,74
48,2024-01-24,75
48,2024-01-25,88
48,2024-01-26,86
48,2024-01-27,78
48,2024-01-28,76
48,2024-01-29,75
48,2024-01-30,76
49,2024-01-01,73
49,2024-01-02,78
49,2024-01-03,70
49,2024-01-04,75
49,2024-01-05,75
49,2024-01-06,92
49,2024-01-07,84
49,2024-01-08,67
49,2024-01-09,68
49,2024-01-10,75
49,2024-01-11,67
49,2024-01-12,79
49,2024-01-13,72
49,2024-01-14,80
49,2024-01-15,80
49,2024-01-16,66
49,2024-01-17,65
49,2024-01-18,83
49,2024-01-19,76
49,2024-01-20,69
49,2024-01-21,69
49,2024-01-22,69
49,2024-01-23,69
49,2024-01-24,70
49,2024-01-25,78
49,2024-01-26,79
49,2024-01-27,78
49,2024-01-28,66
49,2024-01-29,88
49,2024-01-30,76
50,2024-01-01,74
50,2024-01-02,78
50,2024-01-03,77
50,2024-01-04,89
50,2024-01-05,82
50,2024-01-06,73
50,2024-01-07,71
50,2024-01-08,85
50,2024-01-09,76
50,2024-01-10,72
50,2024-01-11,68
50,2024-01-12,77
50,2024-01-13,69
50,2024-01-14,73
50,2024-01-15,84
50,2024-01-16,76
50,2024-01-17,59
50,2024-01-18,80
50,2024-01-19,70
50,2024-01-20,75
50,2024-01-21,95
50,2024-01-22,79
50,2024-01-23,71
50,2024-01-24,73
50,2024-01-25,67
50,2024-01-26,83
50,2024-01-27,77
50,2024-01-28,69
50,2024-01-29,68
50,2024-01-30,83
51,2024-01-01,92
51,2024-01-02,81
51,2024-01-03,83
51,2024-01-04,91
51,2024-01-05,88
51,2024-01-06,83
51,2024-01-07,73
51,2024-01-08,77
51,2024-01-09,73
51,2024-01-10,79
51,2024-01-11,84
51,2024-01-12,76
51,2024-01-13,87
51,2024-01-14,63
51,2024-01-15,76
51,2024-01-16,69
51,2024-01-17,74
51,2024-01-18,83
51,2024-01-19,79
51,2024-01-20,73
51,2024-01-21,83
51,2024-01-22,73
51,2024-01-23,72
51,2024-01-24,89
51,2024-01-25,73
51,2024-01-26,82
51,2024-01-27,78
51,2024-01-28,76
51,2024-01-29,71
51,2024-01-30,75
52,2024-01-01,93
52,2024-01-02,66
52,2024-01-03,68
52,2024-01-04,83
52,2024-01-05,83
52,2024-01-06,85
52,2024-01-07,74
52,2024-01-08,86
52,2024-01-09,75
52,2024-01-10,61
52,2024-01-11,63
52,2024-01-12,79
52,2024-01-13,66
52,2024-01-14,80
52,2024-01-15,67
52,2024-01-16,86
52,2024-01-17,85
52,2024-01-18,77
52,2024-01-19,77
52,2024-01-20,71
52,2024-01-21,72
52,2024-01-22,73
52,2024-01-23,81
52,2024-01-24,62
52,2024-01-25,76
52,2024-01-26,80
52,2024-01-27,84
52,2024-01-28,71
52,2024-01-29,81
52,2024-01-30,71
53,2024-01-01,83
53,2024-01-02,92
53,2024-01-03,87
53,2024-01-04,80
53,2024-01-05,75
53,2024-01-06,84
53,2024-01-07,71
53,2024-01-08,83
53,2024-01-09,79
53,2024-01-10,78
53,2024-01-11,78
53,2024-01-12,65
53,2024-01-13,78
53,2024-01-14,72
53,2024-01-15,80
53,2024-01-16,89
53,2024-01-17,71
53,2024-01-18,90
53,2024-01-19,69
53,2024-01-20,74
53,2024-01-21,65
53,2024-01-22,79
53,2024-01-23,74
53,2024-01-24,62
53,2024-01-25,69
53,2024-01-26,77
53,2024-01-27,76
53,2024-01-28,60
53,2024-01-29,70
53,2024-01-30,76
54,2024-01-01,72
54,2024-01-02,73
54,2024-01-03,76
54,2024-01-04,79
54,2024-01-05,72
54,2024-01-06,69
54,2024-01-07,91
54,2024-01-08,90
54,2024-01-09,82
54,2024-01-10,67
54,2024-01-11,72
54,2024-01-12,79
54,2024-01-13,61
54,2024-01-14,77
54,2024-01-15,82
54,2024-01-16,71
54,2024-01-17,74
54,2024-01-18,94
54,2024-01-19,77
54,2024-01-20,73
54,2024-01-21,83
54,2024-01-22,81
54,2024-01-23,89
54,2024-01-24,85
54,2024-01-25,77
54,2024-01-26,79
54,2024-01-27,75
54,2024-01-28,82
54,2024-01-29,72
54,2024-01-30,71
55,2024-01-01,84
55,2024-01-02,71
55,2024-01-03,74
55,2024-01-04,66
55,2024-01-05,77
55,2024-01-06,73
55,2024-01-07,77
55,2024-01-08,79
55,2024-01-09,69
55,2024-01-10,82
55,2024-01-11,74
55,2024-01-12,92
55,2024-01-13,90
55,2024-01-14,80
55,2024-01-15,76
55,2024-01-16,73
55,2024-01-17,67
55,2024-01-18,75
55,2024-01-19,52
55,2024-01-20,81
55,2024-01-21,59
55,2024-01-22,73
55,2024-01-23,67
55,2024-01-24,77
55,2024-01-25,76
55,2024-01-26,79
55,2024-01-27,68
55,2024-01-28,80
55,2024-01-29,72
55,2024-01-30,86
56,2024-01-01,77
56,2024-01-02,79
56,2024-01-03,74
56,2024-01-04,71
56,2024-01-05,79
56,2024-01-06,87
56,2024-01-07,73
56,2024-01-08,62
56,2024-01-09,86
56,2024-01-10,80
56,2024-01-11,77
56,2024-01-12,80
56,2024-01-13,73
56,2024-01-14,73
56,2024-01-15,84
56,2024-01-16,69
56,2024-01-17,71
56,2024-01-18,75
56,2024-01-19,67
56,2024-01-20,67
56,2024-01-21,80
56,2024-01-22,79
56,2024-01-23,83
56,2024-01-24,64
56,2024-01-25,65
56,2024-01-26,75
56,2024-01-27,75
56,2024-01-28,72
56,2024-01-29,60
56,2024-01-30,65
57,2024-01-01,84
57,2024-01-02,83
57,2024-01-03,78
57,2024-01-04,79
57,2024-01-05,76
57,2024-01-06,85
57,2024-01-07,86
57,2024-01-08,70
57,2024-01-09,72
57,2024-01-10,71
57,2024-01-11,64
57,2024-01-12,78
57,2024-01-13,76
57,2024-01-14,80
57,2024-01-15,63
57,2024-01-16,74
57,2024-01-17,79
57,2024-01-18,91
57,2024-01-19,75
57,2024-01-20,87
57,2024-01-21,84
57,2024-01-22,70
57,2024-01-23,75
57,2024-01-24,66
57,2024-01-25,86
57,2024-01-26,67
57,2024-01-27,80
57,2024-01-28,90
57,2024-01-29,91
57,2024-01-30,86
58,2024-01-01,78
58,2024-01-02,68
58,2024-01-03,86
58,2024-01-04,76
58,2024-01-05,71
58,2024-01-06,75
58,2024-01-07,73
58,2024-01-08,71
58,2024-01-09,81
58,2024-01-10,92
58,2024-01-11,73
58,2024-01-12,63
58,2024-01-13,78
58,2024-01-14,73
58,2024-01-15,80
58,2024-01-16,70
58,2024-01-17,85
58,2024-01-18,62
58,2024-01-19,94
58,2024-01-20,85
58,2024-01-21,86
58,2024-01-22,66
58,2024-01-23,84
58,2024-01-24,57
58,2024-01-25,63
58,2024-01-26,72
58,2024-01-27,86
58,2024-01-28,62
58,2024-01-29,82
58,2024-01-30,76
59,2024-01-01,80
59,2024-01-02,79
59,2024-01-03,73
59,2024-01-04,74
59,2024-01-05,92
59,2024-01-06,73
59,2024-01-07,77
59,2024-01-08,76
59,2024-01-09,80
59,2024-01-10,88
59,2024-01-11,69
59,2024-01-12,83
59,2024-01-13,68
59,2024-01-14,79
59,2024-01-15,76
59,2024-01-16,71
59,2024-01-17,75
59,2024-01-18,85
59,2024-01-19,70
59,2024-01-20,81
59,2024-01-21,73
59,2024-01-22,69
59,2024-01-23,74
59,2024-01-24,69
59,2024-01-25,72
59,2024-01-26,82
59,2024-01-27,85
59,2024-01-28,76
59,2024-01-29,65
59,2024-01-30,82
60,2024-01-01,61
60,2024-01-02,62
60,2024-01-03,64
60,2024-01-04,81
60,2024-01-05,75
60,2024-01-06,72
60,2024-01-07,76
60,2024-01-08,78
60,2024-01-09,80
60,2024-01-10,85
60,2024-01-11,67
60,2024-01-12,69
60,2024-01-13,73
60,2024-01-14,74
60,2024-01-15,81
60,2024-01-16,92
60,2024-01-17,80
60,2024-01-18,72
60,2024-01-19,81
60,2024-01-20,73
60,2024-01-21,78
60,2024-01-22,65
60,2024-01-23,58
60,2024-01-24,83
60,2024-01-25,91
60,2024-01-26,85
60,2024-01-27,68
60,2024-01-28,76
60,2024-01-29,86
60,2024-01-30,83
61,2024-01-01,61
61,2024-01-02,68
61,2024-01-03,67
61,2024-01-04,74
61,2024-01-05,65
61,2024-01-06,78
61,2024-01-07,71
61,2024-01-08,80
61,2024-01-09,66
61,2024-01-10,73
61,2024-01-11,89
61,2024-01-12,73
61,2024-01-13,64
61,2024-01-14,88
61,2024-01-15,74
61,2024-01-16,77
61,2024-01-17,77
61,2024-01-18,80
61,2024-01-19,62
61,2024-01-20,80
61,2024-01-21,75
61,2024-01-22,83
61,2024-01-23,74
61,2024-01-24,69
61,2024-01-25,81
61,2024-01-26,66
61,2024-01-27,84
61,2024-01-28,84
61,2024-01-29,76
61,2024-01-30,81
62,2024-01-01,82
62,2024-01-02,71
62,2024-01-03,57
62,2024-01-04,63
62,2024-01-05,59
62,2024-01-06,78
62,2024-01-07,84
62,2024-01-08,79
62,2024-01-09,81
62,2024-01-10,65
62,2024-01-11,68
62,2024-01-12,88
62,2024-01-13,90
62,2024-01-14,86
62,2024-01-15,86
62,2024-01-16,74
62,2024-01-17,72
62,2024-01-18,87
62,2024-01-19,87
62,2024-01-20,67
62,2024-01-21,74
62,2024-01-22,66
62,2024-01-23,73
62,2024-01-24,85
62,2024-01-25,74
62,2024-01-26,79
62,2024-01-27,73
62,2024-01-28,84
62,2024-01-29,74
62,2024-01-30,72
63,2024-01-01,70
63,2024-01-02,68
63,2024-01-03,68
63,2024-01-04,85
63,2024-01-05,73
63,2024-01-06,68
63,2024-01-07,71
63,2024-01-08,53
63,2024-01-09,80
63,2024-01-10,73
63,2024-01-11,70
63,2024-01-12,79
63,2024-01-13,86
63,2024-01-14,75
63,2024-01-15,68
63,2024-01-16,81
63,2024-01-17,70
63,2024-01-18,92
63,2024-01-19,77
63,2024-01-20,75
63,2024-01-21,90
63,2024-01-22,73
63,2024-01-23,85
63,2024-01-24,70
63,2024-01-25,66
63,2024-01-26,65
63,2024-01-27,71
63,2024-01-28,74
63,2024-01-29,86
63,2024-01-30,79
64,2024-01-01,69
64,2024-01-02,62
64,2024-01-03,80
64,2024-01-04,77
64,2024-01-05,75
64,2024-01-06,73
64,2024-01-07,71
64,2024-01-08,70
64,2024-01-09,60
64,2024-01-10,62
64,2024-01-11,74
64,2024-01-12,90
64,2024-01-13,76
64,2024-01-14,73
64,2024-01-15,81
64,2024-01-16,89
64,2024-01-17,67
64,2024-01-18,78
64,2024-01-19,64
64,2024-01-20,65
64,2024-01-21,82
64,2024-01-22,72
64,2024-01-23,66
64,2024-01-24,87
64,2024-01-25,73
64,2024-01-26,76
64,2024-01-27,73
64,2024-01-28,73
64,2024-01-29,87
64,2024-01-30,52
65,2024-01-01,76
65,2024-01-02,83
65,2024-01-03,85
65,2024-01-04,75
65,2024-01-05,70
65,2024-01-06,72
65,2024-01-07,69
65,2024-01-08,70
65,2024-01-09,71
65,2024-01-10,61
65,2024-01-11,75
65,2024-01-12,72
65,2024-01-13,77
65,2024-01-14,80
65,2024-01-15,71
65,2024-01-16,71
65,2024-01-17,72
65,2024-01-18,81
65,2024-01-19,70
65,2024-01-20,95
65,2024-01-21,75
65,2024-01-22,59
65,2024-01-23,83
65,2024-01-24,75
65,2024-01-25,66
65,2024-01-26,85
65,2024-01-27,80
65,2024-01-28,68
65,2024-01-29,86
65,2024-01-30,72
66,2024-01-01,80
66,2024-01-02,69
66,2024-01-03,91
66,2024-01-04,86
66,2024-01-05,75
66,2024-01-06,69
66,2024-01-07,83
66,2024-01-08,60
66,2024-01-09,76
66,2024-01-10,67
66,2024-01-11,63
66,2024-01-12,78
66,2024-01-13,78
66,2024-01-14,83
66,2024-01-15,67
66,2024-01-16,70
66,2024-01-17,72
66,2024-01-18,76
66,2024-01-19,66
66,2024-01-20,71
66,2024-01-21,84
66,2024-01-22,70
66,2024-01-23,63
66,2024-01-24,72
66,2024-01-25,84
66,2024-01-26,73
66,2024-01-27,84
66,2024-01-28,81
66,2024-01-29,85
66,2024-01-30,78
67,2024-01-01,73
67,2024-01-02,68
67,2024-01-03,71
67,2024-01-04,69
67,2024-01-05,79
67,2024-01-06,90
67,2024-01-07,75
67,2024-01-08,75
67,2024-01-09,70
67,2024-01-10,80
67,2024-01-11,84
67,2024-01-12,68
67,2024-01-13,74
67,2024-01-14,78
67,2024-01-15,73
67,2024-01-16,62
67,2024-01-17,80
67,2024-01-18,62
67,2024-01-19,59
67,2024-01-20,76
67,2024-01-21,76
67,2024-01-22,66
67,2024-01-23,72
67,2024-01-24,80
67,2024-01-25,83
67,2024-01-26,85
67,2024-01-27,76
67,2024-01-28,79
67,2024-01-29,87
67,2024-01-30,78
68,2024-01-01,73
68,2024-01-02,72
68,2024-01-03,74
68,2024-01-04,83
68,2024-01-05,82
68,2024-01-06,75
68,2024-01-07,79
68,2024-01-08,92
68,2024-01-09,80
68,2024-01-10,85
68,2024-01-11,74
68,2024-01-12,75
68,2024-01-13,72
68,2024-01-14,78
68,2024-01-15,82
68,2024-01-16,81
68,2024-01-17,74
68,2024-01-18,85
68,2024-01-19,71
68,2024-01-20,76
68,2024-01-21,82
68,2024-01-22,82
68,2024-01-23,80
68,2024-01-24,84
68,2024-01-25,65
68,2024-01-26,70
68,2024-01-27,70
68,2024-01-28,87
68,2024-01-29,66
68,2024-01-30,82
69,2024-01-01,73
69,2024-01-02,58
69,2024-01-03,68
69,2024-01-04,67
69,2024-01-05,82
69,2024-01-06,68
69,2024-01-07,74
69,2024-01-08,85
69,2024-01-09,71
69,2024-01-10,86
69,2024-01-11,78
69,2024-01-12,73
69,2024-01-13,82
69,2024-01-14,77
69,2024-01-15,89
69,2024-01-16,100
69,2024-01-17,78
69,2024-01-18,74
69,2024-01-19,84
69,2024-01-20,77
69,2024-01-21,68
69,2024-01-22,70
69,2024-01-23,76
69,2024-01-24,74
69,2024-01-25,77
69,2024-01-26,75
69,2024-01-27,77
69,2024-01-28,67
69,2024-01-29,70
69,2024-01-30,81
70,2024-01-01,79
70,2024-01-02,75
70,2024-01-03,75
70,2024-01-04,68
70,2024-01-05,77
70,2024-01-06,73
70,2024-01-07,82
70,2024-01-08,69
70,2024-01-09,73
70,2024-01-10,76
70,2024-01-11,79
70,2024-01-12,79
70,2024-01-13,71
70,2024-01-14,77
70,2024-01-15,80
70,2024-01-16,80
70,2024-01-17,70
70,2024-01-18,86
70,2024-01-19,73
70,2024-01-20,68
70,2024-01-21,75
70,2024-01-22,76
70,2024-01-23,66
70,2024-01-24,70
70,2024-01-25,84
70,2024-01-26,69
70,2024-01-27,81
70,2024-01-28,72
70,2024-01-29,86
70,2024-01-30,82
71,2024-01-01,76
71,2024-01-02,80
71,2024-01-03,81
71,2024-01-04,76
71,2024-01-05,80
71,2024-01-06,77
71,2024-01-07,67
71,2024-01-08,89
71,2024-01-09,78
71,2024-01-10,67
71,2024-01-11,84
71,2024-01-12,84
71,2024-01-13,69
71,2024-01-14,78
71,2024-01-15,86
71,2024-01-16,92
71,2024-01-17,87
71,2024-01-18,80
71,2024-01-19,74
71,2024-01-20,72
71,2024-01-21,72
71,2024-01-22,84
71,2024-01-23,69
71,2024-01-24,81
71,2024-01-25,76
71,2024-01-26,63
71,2024-01-27,78
71,2024-01-28,83
71,2024-01-29,74
71,2024-01-30,63
72,2024-01-01,82
72,2024-01-02,75
72,2024-01-03,65
72,2024-01-04,72
72,2024-01-05,73
72,2024-01-06,75
72,2024-01-07,82
72,2024-01-08,96
72,2024-01-09,62
72,2024-01-10,75
72,2024-01-11,75
72,2024-01-12,67
72,2024-01-13,79
72,2024-01-14,85
72,2024-01-15,79
72,2024-01-16,80
72,2024-01-17,76
72,2024-01-18,59
72,2024-01-19,75
72,2024-01-20,70
72,2024-01-21,73
72,2024-01-22,67
72,2024-01-23,94
72,2024-01-24,73
72,2024-01-25,78
72,2024-01-26,74
72,2024-01-27,84
72,2024-01-28,76
72,2024-01-29,84
72,2024-01-30,106
73,2024-01-01,83
73,2024-01-02,84
73,2024-01-03,73
73,2024-01-04,64
73,2024-01-05,80
73,2024-01-06,83
73,2024-01-07,82
73,2024-01-08,74
73,2024-01-09,71
73,2024-01-10,79
73,2024-01-11,67
73,2024-01-12,73
73,2024-01-13,68
73,2024-01-14,75
73,2024-01-15,77
73,2024-01-16,72
73,2024-01-17,80
73,2024-01-18,87
73,2024-01-19,86
73,2024-01-20,82
73,2024-01-21,85
73,2024-01-22,74
73,2024-01-23,65
73,2024-01-24,82
73,2024-01-25,72
73,2024-01-26,71
73,2024-01-27,87
73,2024-01-28,76
73,2024-01-29,73
73,2024-01-30,89
74,2024-01-01,75
74,2024-01-02,78
74,2024-01-03,83
74,2024-01-04,73
74,2024-01-05,66
74,2024-01-06,72
74,2024-01-07,79
74,2024-01-08,68
74,2024-01-09,67
74,2024-01-10,82
74,2024-01-11,79
74,2024-01-12,76
74,2024-01-13,72
74,2024-01-14,102
74,2024-01-15,71
74,2024-01-16,77
74,2024-01-17,74
74,2024-01-18,83
74,2024-01-19,75
74,2024-01-20,75
74,2024-01-21,88
74,2024-01-22,87
74,2024-01-23,77
74,2024-01-24,78
74,2024-01-25,89
74,2024-01-26,68
74,2024-01-27,81
74,2024-01-28,72
74,2024-01-29,88
74,2024-01-30,64
75,2024-01-01,64
75,2024-01-02,95
75,2024-01-03,76
75,2024-01-04,73
75,2024-01-05,87
75,2024-01-06,83
75,2024-01-07,70
75,2024-01-08,75
75,2024-01-09,76
75,2024-01-10,78
75,2024-01-11,82
75,2024-01-12,80
75,2024-01-13,79
75,2024-01-14,74
75,2024-01-15,81
75,2024-01-16,69
75,2024-01-17,75
75,2024-01-18,86
75,2024-01-19,91
75,2024-01-20,84
75,2024-01-21,79
75,2024-01-22,74
75,2024-01-23,76
75,2024-01-24,78
75,2024-01-25,87
75,2024-01-26,75
75,2024-01-27,74
75,2024-01-28,77
75,2024-01-29,66
75,2024-01-30,71
76,2024-01-01,78
76,2024-01-02,78
76,2024-01-03,58
76,2024-01-04,65
76,2024-01-05,74
76,2024-01-06,93
76,2024-01-07,71
76,2024-01-08,74
76,2024-01-09,75
76,2024-01-10,77
76,2024-01-11,84
76,2024-01-12,90
76,2024-01-13,87
76,2024-01-14,84
76,2024-01-15,80
76,2024-01-16,81
76,2024-01-17,78
76,2024-01-18,65
76,2024-01-19,85
76,2024-01-20,57
76,2024-01-21,64
76,2024-01-22,84
76,2024-01-23,81
76,2024-01-24,67
76,2024-01-25,68
76,2024-01-26,73
76,2024-01-27,82
76,2024-01-28,61
76,2024-01-29,79
76,2024-01-30,79
77,2024-01-01,79
77,2024-01-02,76
77,2024-01-03,82
77,2024-01-04,86
77,2024-01-05,86
77,2024-01-06,74
77,2024-01-07,86
77,2024-01-08,74
77,2024-01-09,68
77,2024-01-10,78
77,2024-01-11,56
77,2024-01-12,78
77,2024-01-13,71
77,2024-01-14,80
77,2024-01-15,85
77,2024-01-16,73
77,2024-01-17,85
77,2024-01-18,83
77,2024-01-19,68
77,2024-01-20,76
77,2024-01-21,89
77,2024-01-22,77
77,2024-01-23,76
77,2024-01-24,70
77,2024-01-25,73
77,2024-01-26,68
77,2024-01-27,68
77,2024-01-28,61
77,2024-01-29,71
77,2024-01-30,81
78,2024-01-01,87
78,2024-01-02,84
78,2024-01-03,80
78,2024-01-04,89
78,2024-01-05,64
78,2024-01-06,72
78,2024-01-07,68
78,2024-01-08,84
78,2024-01-09,66
78,2024-01-10,61
78,2024-01-11,77
78,2024-01-12,76
78,2024-01-13,92
78,2024-01-14,78
78,2024-01-15,82
78,2024-01-16,75
78,2024-01-17,75
78,2024-01-18,75
78,2024-01-19,67
78,2024-01-20,93
78,2024-01-21,83
78,2024-01-22,69
78,2024-01-23,64
78,2024-01-24,61
78,2024-01-25,73
78,2024-01-26,96
78,2024-01-27,66
78,2024-01-28,97
78,2024-01-29,77
78,2024-01-30,81
79,2024-01-01,70
79,2024-01-02,78
79,2024-01-03,73
79,2024-01-04,71
79,2024-01-05,78
79,2024-01-06,76
79,2024-01-07,75
79,2024-01-08,62
79,2024-01-09,81
79,2024-01-10,81
79,2024-01-11,69
79,2024-01-12,75
79,2024-01-13,60
79,2024-01-14,81
79,2024-01-15,77
79,2024-01-16,72
79,2024-01-17,80
79,2024-01-18,82
79,2024-01-19,76
79,2024-01-20,84
79,2024-01-21,69
79,2024-01-22,77
79,2024-01-23,64
79,2024-01-24,69
79,2024-01-25,68
79,2024-01-26,66
79,2024-01-27,68
79,2024-01-28,81
79,2024-01-29,69
79,2024-01-30,75
80,2024-01-01,76
80,2024-01-02,87
80,2024-01-03,72
80,2024-01-04,66
80,2024-01-05,61
80,2024-01-06,75
80,2024-01-07,70
80,2024-01-08,79
80,2024-01-09,68
80,2024-01-10,92
80,2024-01-11,83
80,2024-01-12,78
80,2024-01-13,59
80,2024-01-14,79
80,2024-01-15,78
80,2024-01-16,64
80,2024-01-17,76
80,2024-01-18,65
80,2024-01-19,68
80,2024-01-20,65
80,2024-01-21,62
80,2024-01-22,73
80,2024-01-23,75
80,2024-01-24,81
80,2024-01-25,76
80,2024-01-26,67
80,2024-01-27,91
80,2024-01-28,79
80,2024-01-29,80
80,2024-01-30,83
81,2024-01-01,88
81,2024-01-02,87
81,2024-01-03,79
81,2024-01-04,79
81,2024-01-05,73
81,2024-01-06,81
81,2024-01-07,72
81,2024-01-08,89
81,2024-01-09,72
81,2024-01-10,72
81,2024-01-11,80
81,2024-01-12,75
81,2024-01-13,67
81,2024-01-14,85
81,2024-01-15,69
81,2024-01-16,74
81,2024-01-17,82
81,2024-01-18,80
81,2024-01-19,60
81,2024-01-20,83
81,2024-01-21,77
81,2024-01-22,72
81,2024-01-23,76
81,2024-01-24,80
81,2024-01-25,68
81,2024-01-26,85
81,2024-01-27,67
81,2024-01-28,77
81,2024-01-29,84
81,2024-01-30,82
82,2024-01-01,82
82,2024-01-02,70
82,2024-01-03,78
82,2024-01-04,74
82,2024-01-05,87
82,2024-01-06,63
82,2024-01-07,71
82,2024-01-08,73
82,2024-01-09,71
82,2024-01-10,81
82,2024-01-11,86
82,2024-01-12,78
82,2024-01-13,86
82,2024-01-14,69
82,2024-01-15,73
82,2024-01-16,66
82,2024-01-17,72
82,2024-01-18,83
82,2024-01-19,74
82,2024-01-20,88
82,2024-01-21,79
82,2024-01-22,71
82,2024-01-23,90
82,2024-01-24,78
82,2024-01-25,74
82,2024-01-26,71
82,2024-01-27,69
82,2024-01-28,65
82,2024-01-29,69
82,2024-01-30,78
83,2024-01-01,70
83,2024-01-02,86
83,2024-01-03,78
83,2024-01-04,85
83,2024-01-05,80
83,2024-01-06,71
83,2024-01-07,70
83,2024-01-08,71
83,2024-01-09,64
83,2024-01-10,69
83,2024-01-11,78
83,2024-01-12,71
83,2024-01-13,88
83,2024-01-14,71
83,2024-01-15,72
83,2024-01-16,71
83,2024-01-17,89
83,2024-01-18,89
83,2024-01-19,83
83,2024-01-20,77
83,2024-01-21,69
83,2024-01-22,72
83,2024-01-23,80
83,2024-01-24,73
83,2024-01-25,79
83,2024-01-26,69
83,2024-01-27,70
83,2024-01-28,82
83,2024-01-29,67
83,2024-01-30,72
84,2024-01-01,84
84,2024-01-02,73
84,2024-01-03,79
84,2024-01-04,81
84,2024-01-05,74
84,2024-01-06,74
84,2024-01-07,67
84,2024-01-08,80
84,2024-01-09,75
84,2024-01-10,66
84,2024-01-11,72
84,2024-01-12,71
84,2024-01-13,86
84,2024-01-14,87
84,2024-01-15,77
84,2024-01-16,83
84,2024-01-17,70
84,2024-01-18,71
84,2024-01-19,67
84,2024-01-20,75
84,2024-01-21,83
84,2024-01-22,79
84,2024-01-23,74
84,2024-01-24,68
84,2024-01-25,75
84,2024-01-26,88
84,2024-01-27,67
84,2024-01-28,79
84,2024-01-29,91
84,2024-01-30,74
85,2024-01-01,77
85,2024-01-02,76
85,2024-01-03,73
85,2024-01-04,79
85,2024-01-05,74
85,2024-01-06,83
85,2024-01-07,74
85,2024-01-08,78
85,2024-01-09,73
85,2024-01-10,77
85,2024-01-11,81
85,2024-01-12,76
85,2024-01-13,65
85,2024-01-14,83
85,2024-01-15,77
85,2024-01-16,73
85,2024-01-17,67
85,2024-01-18,89
85,2024-01-19,87
85,2024-01-20,70
85,2024-01-21,66
