User,Date,bathroom_count
43,2024-01-11,2
43,2024-01-12,0
43,2024-01-13,0
43,2024-01-14,2
43,2024-01-15,4
43,2024-01-16,2
43,2024-01-17,0
43,2024-01-18,0
43,2024-01-19,2
43,2024-01-20,0
43,2024-01-21,0
43,2024-01-22,0
43,2024-01-23,2
43,2024-01-24,2
43,2024-01-25,0
43,2024-01-26,1
43,2024-01-27,0
43,2024-01-28,4
43,2024-01-29,0
43,2024-01-30,0
44,2024-01-01,2
44,2024-01-02,0
44,2024-01-03,2
44,2024-01-04,0
44,2024-01-05,0
44,2024-01-06,0
44,2024-01-07,4
44,2024-01-08,2
44,2024-01-09,0
44,2024-01-10,2
44,2024-01-11,4
44,2024-01-12,0
44,2024-01-13,4
44,2024-01-14,2
44,2024-01-15,4
44,2024-01-16,0
44,2024-01-17,2
44,2024-01-18,0
44,2024-01-19,2
44,2024-01-20,2
44,2024-01-21,4
44,2024-01-22,0
44,2024-01-23,0
44,2024-01-24,1
44,2024-01-25,2
44,2024-01-26,0
44,2024-01-27,4
44,2024-01-28,0
44,2024-01-29,0
44,2024-01-30,0
45,2024-01-01,0
45,2024-01-02,0
45,2024-01-03,2
45,2024-01-04,0
45,2024-01-05,0
45,2024-01-06,0
45,2024-01-07,0
45,2024-01-08,0
45,2024-01-09,0
45,2024-01-10,4
45,2024-01-11,2
45,2024-01-12,0
45,2024-01-13,0
45,2024-01-14,2
45,2024-01-15,4
45,2024-01-16,4
45,2024-01-17,2
45,2024-01-18,2
45,2024-01-19,0
45,2024-01-20,2
45,2024-01-21,0
45,2024-01-22,0
45,2024-01-23,0
45,2024-01-24,2
45,2024-01-25,0
45,2024-01-26,0
45,2024-01-27,2
45,2024-01-28,0
45,2024-01-29,2
45,2024-01-30,0
46,2024-01-01,0
46,2024-01-02,0
46,2024-01-03,0
46,2024-01-04,0
46,2024-01-05,4
46,2024-01-06,4
46,2024-01-07,0
46,2024-01-08,0
46,2024-01-09,2
46,2024-01-10,0
46,2024-01-11,0
46,2024-01-12,0
46,2024-01-13,2
46,2024-01-14,0
46,2024-01-15,0
46,2024-01-16,0
46,2024-01-17,2
46,2024-01-18,2
46,2024-01-19,2
46,2024-01-20,0
46,2024-01-21,2
46,2024-01-22,0
46,2024-01-23,0
46,2024-01-24,1
46,2024-01-25,0
46,2024-01-26,2
46,2024-01-27,2
46,2024-01-28,4
46,2024-01-29,0
46,2024-01-30,0
47,2024-01-01,2
47,2024-01-02,2
47,2024-01-03,0
47,2024-01-04,0
47,2024-01-05,0
47,2024-01-06,2
47,2024-01-07,0
47,2024-01-08,0
47,2024-01-09,2
47,2024-01-10,1
47,2024-01-11,0
47,2024-01-12,0
47,2024-01-13,4
47,2024-01-14,0
47,2024-01-15,4
47,2024-01-16,0
47,2024-01-17,0
47,2024-01-18,0
47,2024-01-19,2
47,2024-01-20,2
47,2024-01-21,2
47,2024-01-22,2
47,2024-01-23,4
47,2024-01-24,2
47,2024-01-25,2
47,2024-01-26,6
47,2024-01-27,2
47,2024-01-28,4
47,2024-01-29,2
47,2024-01-30,2
48,2024-01-01,0
48,2024-01-02,2
48,2024-01-03,0
48,2024-01-04,4
48,2024-01-05,2
48,2024-01-06,0
48,2024-01-07,0
48,2024-01-08,0
48,2024-01-09,4
48,2024-01-10,2
48,2024-01-11,0
48,2024-01-12,2
48,2024-01-13,2
48,2024-01-14,0
48,2024-01-15,0
48,2024-01-16,3
48,2024-01-17,0
48,2024-01-18,0
48,2024-01-19,2
48,2024-01-20,4
48,2024-01-21,0
48,2024-01-22,0
48,2024-01-23,2
48,2024-01-24,0
48,2024-01-25,0
48,2024-01-26,2
48,2024-01-27,4
48,2024-01-28,0
48,2024-01-29,0
48,2024-01-30,0
49,2024-01-01,0
49,2024-01-02,2
49,2024-01-03,0
49,2024-01-04,2
49,2024-01-05,2
49,2024-01-06,0
49,2024-01-07,4
49,2024-01-08,4
49,2024-01-09,2
49,2024-01-10,4
49,2024-01-11,4
49,2024-01-12,0
49,2024-01-13,2
49,2024-01-14,2
49,2024-01-15,0
49,2024-01-16,0
49,2024-01-17,2
49,2024-01-18,2
49,2024-01-19,2
49,2024-01-20,2
49,2024-01-21,1
49,2024-01-22,2
49,2024-01-23,1
49,2024-01-24,0
49,2024-01-25,0
49,2024-01-26,6
49,2024-01-27,2
49,2024-01-28,0
49,2024-01-29,2
49,2024-01-30,0
50,2024-01-01,2
50,2024-01-02,0
50,2024-01-03,0
50,2024-01-04,2
50,2024-01-05,0
50,2024-01-06,0
50,2024-01-07,2
50,2024-01-08,0
50,2024-01-09,0
50,2024-01-10,0
50,2024-01-11,0
50,2024-01-12,1
50,2024-01-13,2
50,2024-01-14,2
50,2024-01-15,0
50,2024-01-16,1
50,2024-01-17,0
50,2024-01-18,0
50,2024-01-19,2
50,2024-01-20,5
50,2024-01-21,2
50,2024-01-22,6
50,2024-01-23,4
50,2024-01-24,2
50,2024-01-25,0
50,2024-01-26,2
50,2024-01-27,2
50,2024-01-28,2
50,2024-01-29,2
50,2024-01-30,0
51,2024-01-01,0
51,2024-01-02,0
51,2024-01-03,0
51,2024-01-04,0
51,2024-01-05,0
51,2024-01-06,0
51,2024-01-07,0
51,2024-01-08,0
51,2024-01-09,0
51,2024-01-10,0
51,2024-01-11,0
51,2024-01-12,2
51,2024-01-13,6
51,2024-01-14,0
51,2024-01-15,0
51,2024-01-16,0
51,2024-01-17,0
51,2024-01-18,1
51,2024-01-19,2
51,2024-01-20,2
51,2024-01-21,0
51,2024-01-22,2
51,2024-01-23,2
51,2024-01-24,0
51,2024-01-25,0
51,2024-01-26,0
51,2024-01-27,0
51,2024-01-28,0
51,2024-01-29,4
51,2024-01-30,2
52,2024-01-01,2
52,2024-01-02,0
52,2024-01-03,2
52,2024-01-04,0
52,2024-01-05,0
52,2024-01-06,2
52,2024-01-07,2
52,2024-01-08,4
52,2024-01-09,0
52,2024-01-10,0
52,2024-01-11,2
52,2024-01-12,0
52,2024-01-13,0
52,2024-01-14,2
52,2024-01-15,0
52,2024-01-16,0
52,2024-01-17,0
52,2024-01-18,2
52,2024-01-19,2
52,2024-01-20,2
52,2024-01-21,4
52,2024-01-22,3
52,2024-01-23,0
52,2024-01-24,2
52,2024-01-25,0
52,2024-01-26,0
52,2024-01-27,2
52,2024-01-28,0
52,2024-01-29,2
52,2024-01-30,0
53,2024-01-01,2
53,2024-01-02,0
53,2024-01-03,1
53,2024-01-04,0
53,2024-01-05,4
53,2024-01-06,2
53,2024-01-07,2
53,2024-01-08,6
53,2024-01-09,2
53,2024-01-10,0
53,2024-01-11,4
53,2024-01-12,4
53,2024-01-13,2
53,2024-01-14,0
53,2024-01-15,0
53,2024-01-16,6
53,2024-01-17,2
53,2024-01-18,2
53,2024-01-19,5
53,2024-01-20,2
53,2024-01-21,0
53,2024-01-22,2
53,2024-01-23,2
53,2024-01-24,2
53,2024-01-25,0
53,2024-01-26,0
53,2024-01-27,4
53,2024-01-28,0
53,2024-01-29,0
53,2024-01-30,0
54,2024-01-01,2
54,2024-01-02,2
54,2024-01-03,2
54,2024-01-04,4
54,2024-01-05,0
54,2024-01-06,2
54,2024-01-07,0
54,2024-01-08,4
54,2024-01-09,0
54,2024-01-10,2
54,2024-01-11,2
54,2024-01-12,0
54,2024-01-13,0
54,2024-01-14,0
54,2024-01-15,2
54,2024-01-16,2
54,2024-01-17,0
54,2024-01-18,4
54,2024-01-19,0
54,2024-01-20,4
54,2024-01-21,0
54,2024-01-22,0
54,2024-01-23,0
54,2024-01-24,0
54,2024-01-25,6
54,2024-01-26,2
54,2024-01-27,0
54,2024-01-28,0
54,2024-01-29,6
54,2024-01-30,2
55,2024-01-01,4
55,2024-01-02,4
55,2024-01-03,4
55,2024-01-04,2
55,2024-01-05,0
55,2024-01-06,0
55,2024-01-07,2
55,2024-01-08,4
55,2024-01-09,4
55,2024-01-10,6
55,2024-01-11,4
55,2024-01-12,2
55,2024-01-13,0
55,2024-01-14,6
55,2024-01-15,2
55,2024-01-16,2
55,2024-01-17,4
55,2024-01-18,2
55,2024-01-19,2
55,2024-01-20,0
55,2024-01-21,0
55,2024-01-22,2
55,2024-01-23,2
55,2024-01-24,2
55,2024-01-25,0
55,2024-01-26,2
55,2024-01-27,0
55,2024-01-28,0
55,2024-01-29,2
55,2024-01-30,0
56,2024-01-01,0
56,2024-01-02,0
56,2024-01-03,0
56,2024-01-04,6
56,2024-01-05,0
56,2024-01-06,0
56,2024-01-07,0
56,2024-01-08,1
56,2024-01-09,0
56,2024-01-10,0
56,2024-01-11,0
56,2024-01-12,0
56,2024-01-13,4
56,2024-01-14,2
56,2024-01-15,0
56,2024-01-16,0
56,2024-01-17,0
56,2024-01-18,2
56,2024-01-19,0
56,2024-01-20,0
56,2024-01-21,0
56,2024-01-22,0
56,2024-01-23,2
56,2024-01-24,4
56,2024-01-25,0
56,2024-01-26,4
56,2024-01-27,2
56,2024-01-28,2
56,2024-01-29,2
56,2024-01-30,2
57,2024-01-01,0
57,2024-01-02,2
57,2024-01-03,0
57,2024-01-04,4
57,2024-01-05,0
57,2024-01-06,2
57,2024-01-07,0
57,2024-01-08,4
57,2024-01-09,0
57,2024-01-10,0
57,2024-01-11,4
57,2024-01-12,0
57,2024-01-13,4
57,2024-01-14,0
57,2024-01-15,0
57,2024-01-16,0
57,2024-01-17,2
57,2024-01-18,0
57,2024-01-19,6
57,2024-01-20,0
57,2024-01-21,0
57,2024-01-22,4
57,2024-01-23,2
57,2024-01-24,1
57,2024-01-25,0
57,2024-01-26,6
57,2024-01-27,0
57,2024-01-28,2
57,2024-01-29,2
57,2024-01-30,0
58,2024-01-01,2
58,2024-01-02,4
58,2024-01-03,0
58,2024-01-04,0
58,2024-01-05,0
58,2024-01-06,4
58,2024-01-07,0
58,2024-01-08,2
58,2024-01-09,1
58,2024-01-10,2
58,2024-01-11,4
58,2024-01-12,2
58,2024-01-13,0
58,2024-01-14,0
58,2024-01-15,2
58,2024-01-16,2
58,2024-01-17,2
58,2024-01-18,2
58,2024-01-19,2
58,2024-01-20,0
58,2024-01-21,4
58,2024-01-22,2
58,2024-01-23,0
58,2024-01-24,2
58,2024-01-25,0
58,2024-01-26,2
58,2024-01-27,2
58,2024-01-28,2
58,2024-01-29,4
58,2024-01-30,2
59,2024-01-01,0
59,2024-01-02,4
59,2024-01-03,4
59,2024-01-04,4
59,2024-01-05,4
59,2024-01-06,2
59,2024-01-07,0
59,2024-01-08,0
59,2024-01-09,0
59,2024-01-10,2
59,2024-01-11,0
59,2024-01-12,0
59,2024-01-13,0
59,2024-01-14,0
59,2024-01-15,0
59,2024-01-16,2
59,2024-01-17,4
59,2024-01-18,0
59,2024-01-19,0
59,2024-01-20,2
59,2024-01-21,2
59,2024-01-22,0
59,2024-01-23,2
59,2024-01-24,2
59,2024-01-25,0
59,2024-01-26,2
59,2024-01-27,4
59,2024-01-28,0
59,2024-01-29,0
59,2024-01-30,0
60,2024-01-01,0
60,2024-01-02,2
60,2024-01-03,2
60,2024-01-04,0
60,2024-01-05,2
60,2024-01-06,2
60,2024-01-07,2
60,2024-01-08,2
60,2024-01-09,0
60,2024-01-10,2
60,2024-01-11,2
60,2024-01-12,0
60,2024-01-13,0
60,2024-01-14,6
60,2024-01-15,0
60,2024-01-16,2
60,2024-01-17,0
60,2024-01-18,0
60,2024-01-19,0
60,2024-01-20,6
60,2024-01-21,4
60,2024-01-22,0
60,2024-01-23,0
60,2024-01-24,0
60,2024-01-25,0
60,2024-01-26,2
60,2024-01-27,0
60,2024-01-28,0
60,2024-01-29,0
60,2024-01-30,0
61,2024-01-01,0
61,2024-01-02,6
61,2024-01-03,2
61,2024-01-04,2
61,2024-01-05,0
61,2024-01-06,2
61,2024-01-07,0
61,2024-01-08,0
61,2024-01-09,0
61,2024-01-10,0
61,2024-01-11,2
61,2024-01-12,4
61,2024-01-13,4
61,2024-01-14,4
61,2024-01-15,0
61,2024-01-16,2
61,2024-01-17,2
61,2024-01-18,1
61,2024-01-19,2
61,2024-01-20,0
61,2024-01-21,0
61,2024-01-22,0
61,2024-01-23,0
61,2024-01-24,2
61,2024-01-25,0
61,2024-01-26,2
61,2024-01-27,2
61,2024-01-28,2
61,2024-01-29,0
61,2024-01-30,0
62,2024-01-01,2
62,2024-01-02,2
62,2024-01-03,2
62,2024-01-04,2
62,2024-01-05,0
62,2024-01-06,2
62,2024-01-07,0
62,2024-01-08,0
62,2024-01-09,2
62,2024-01-10,2
62,2024-01-11,2
62,2024-01-12,0
62,2024-01-13,0
62,2024-01-14,2
62,2024-01-15,0
62,2024-01-16,2
62,2024-01-17,0
62,2024-01-18,0
62,2024-01-19,0
62,2024-01-20,0
62,2024-01-21,2
62,2024-01-22,2
62,2024-01-23,0
62,2024-01-24,2
62,2024-01-25,2
62,2024-01-26,2
62,2024-01-27,2
62,2024-01-28,0
62,2024-01-29,2
62,2024-01-30,0
63,2024-01-01,0
63,2024-01-02,4
63,2024-01-03,0
63,2024-01-04,2
63,2024-01-05,2
63,2024-01-06,3
63,2024-01-07,0
63,2024-01-08,1
63,2024-01-09,2
63,2024-01-10,2
63,2024-01-11,4
63,2024-01-12,0
63,2024-01-13,0
63,2024-01-14,0
63,2024-01-15,0
63,2024-01-16,0
63,2024-01-17,0
63,2024-01-18,0
63,2024-01-19,4
63,2024-01-20,5
63,2024-01-21,0
63,2024-01-22,0
63,2024-01-23,2
63,2024-01-24,2
63,2024-01-25,0
63,2024-01-26,0
63,2024-01-27,2
63,2024-01-28,2
63,2024-01-29,2
63,2024-01-30,0
64,2024-01-01,0
64,2024-01-02,1
64,2024-01-03,0
64,2024-01-04,4
64,2024-01-05,2
64,2024-01-06,0
64,2024-01-07,0
64,2024-01-08,0
64,2024-01-09,4
64,2024-01-10,2
64,2024-01-11,0
64,2024-01-12,2
64,2024-01-13,2
64,2024-01-14,3
64,2024-01-15,0
64,2024-01-16,0
64,2024-01-17,0
64,2024-01-18,0
64,2024-01-19,0
64,2024-01-20,0
64,2024-01-21,0
64,2024-01-22,2
64,2024-01-23,2
64,2024-01-24,0
64,2024-01-25,2
64,2024-01-26,2
64,2024-01-27,2
64,2024-01-28,2
64,2024-01-29,2
64,2024-01-30,0
65,2024-01-01,2
65,2024-01-02,2
65,2024-01-03,2
65,2024-01-04,0
65,2024-01-05,2
65,2024-01-06,2
65,2024-01-07,2
65,2024-01-08,0
65,2024-01-09,0
65,2024-01-10,2
65,2024-01-11,4
65,2024-01-12,0
65,2024-01-13,4
65,2024-01-14,2
65,2024-01-15,4
65,2024-01-16,3
65,2024-01-17,0
65,2024-01-18,0
65,2024-01-19,2
65,2024-01-20,0
65,2024-01-21,0
65,2024-01-22,4
65,2024-01-23,0
65,2024-01-24,0
65,2024-01-25,2
65,2024-01-26,0
65,2024-01-27,0
65,2024-01-28,0
65,2024-01-29,2
65,2024-01-30,0
66,2024-01-01,0
66,2024-01-02,2
66,2024-01-03,2
66,2024-01-04,2
66,2024-01-05,2
66,2024-01-06,2
66,2024-01-07,4
66,2024-01-08,2
66,2024-01-09,2
66,2024-01-10,2
66,2024-01-11,2
66,2024-01-12,2
66,2024-01-13,0
66,2024-01-14,2
66,2024-01-15,2
66,2024-01-16,4
66,2024-01-17,0
66,2024-01-18,4
66,2024-01-19,0
66,2024-01-20,0
66,2024-01-21,2
66,2024-01-22,0
66,2024-01-23,3
66,2024-01-24,0
66,2024-01-25,0
66,2024-01-26,0
66,2024-01-27,2
66,2024-01-28,2
66,2024-01-29,0
66,2024-01-30,0
67,2024-01-01,2
67,2024-01-02,4
67,2024-01-03,2
67,2024-01-04,4
67,2024-01-05,1
67,2024-01-06,0
67,2024-01-07,5
67,2024-01-08,2
67,2024-01-09,0
67,2024-01-10,2
67,2024-01-11,2
67,2024-01-12,0
67,2024-01-13,2
67,2024-01-14,0
67,2024-01-15,0
67,2024-01-16,2
67,2024-01-17,2
67,2024-01-18,0
67,2024-01-19,0
67,2024-01-20,0
67,2024-01-21,0
67,2024-01-22,0
67,2024-01-23,4
67,2024-01-24,0
67,2024-01-25,0
67,2024-01-26,2
67,2024-01-27,0
67,2024-01-28,0
67,2024-01-29,2
67,2024-01-30,0
68,2024-01-01,2
68,2024-01-02,3
68,2024-01-03,2
68,2024-01-04,0
68,2024-01-05,2
68,2024-01-06,2
68,2024-01-07,0
68,2024-01-08,4
68,2024-01-09,2
68,2024-01-10,0
68,2024-01-11,2
68,2024-01-12,4
68,2024-01-13,0
68,2024-01-14,2
68,2024-01-15,2
68,2024-01-16,0
68,2024-01-17,2
68,2024-01-18,0
68,2024-01-19,4
68,2024-01-20,2
68,2024-01-21,0
68,2024-01-22,0
68,2024-01-23,2
68,2024-01-24,0
68,2024-01-25,0
68,2024-01-26,2
68,2024-01-27,0
68,2024-01-28,0
68,2024-01-29,0
68,2024-01-30,0
69,2024-01-01,0
69,2024-01-02,0
69,2024-01-03,0
69,2024-01-04,2
69,2024-01-05,2
69,2024-01-06,0
69,2024-01-07,0
69,2024-01-08,2
69,2024-01-09,0
69,2024-01-10,2
69,2024-01-11,0
69,2024-01-12,4
69,2024-01-13,2
69,2024-01-14,2
69,2024-01-15,0
69,2024-01-16,2
69,2024-01-17,2
69,2024-01-18,2
69,2024-01-19,4
69,2024-01-20,4
69,2024-01-21,0
69,2024-01-22,0
69,2024-01-23,4
69,2024-01-24,2
69,2024-01-25,0
69,2024-01-26,0
69,2024-01-27,2
69,2024-01-28,0
69,2024-01-29,0
69,2024-01-30,0
70,2024-01-01,0
70,2024-01-02,0
70,2024-01-03,0
70,2024-01-04,2
70,2024-01-05,0
70,2024-01-06,0
70,2024-01-07,0
70,2024-01-08,2
70,2024-01-09,2
70,2024-01-10,2
70,2024-01-11,0
70,2024-01-12,0
70,2024-01-13,2
70,2024-01-14,2
70,2024-01-15,1
70,2024-01-16,0
70,2024-01-17,0
70,2024-01-18,2
70,2024-01-19,1
70,2024-01-20,0
70,2024-01-21,0
70,2024-01-22,2
70,2024-01-23,0
70,2024-01-24,0
70,2024-01-25,2
70,2024-01-26,2
70,2024-01-27,2
70,2024-01-28,0
70,2024-01-29,0
70,2024-01-30,0
71,2024-01-01,0
71,2024-01-02,2
71,2024-01-03,4
71,2024-01-04,2
71,2024-01-05,2
71,2024-01-06,0
71,2024-01-07,0
71,2024-01-08,4
71,2024-01-09,2
71,2024-01-10,0
71,2024-01-11,0
71,2024-01-12,0
71,2024-01-13,3
71,2024-01-14,2
71,2024-01-15,0
71,2024-01-16,0
71,2024-01-17,0
71,2024-01-18,0
71,2024-01-19,0
71,2024-01-20,0
71,2024-01-21,0
71,2024-01-22,2
71,2024-01-23,0
71,2024-01-24,4
71,2024-01-25,0
71,2024-01-26,0
71,2024-01-27,0
71,2024-01-28,0
71,2024-01-29,4
71,2024-01-30,0
72,2024-01-01,1
72,2024-01-02,2
72,2024-01-03,2
72,2024-01-04,2
72,2024-01-05,0
72,2024-01-06,2
72,2024-01-07,0
72,2024-01-08,4
72,2024-01-09,2
72,2024-01-10,0
72,2024-01-11,0
72,2024-01-12,4
72,2024-01-13,0
72,2024-01-14,0
72,2024-01-15,0
72,2024-01-16,2
72,2024-01-17,0
72,2024-01-18,2
72,2024-01-19,0
72,2024-01-20,0
72,2024-01-21,8
72,2024-01-22,4
72,2024-01-23,4
72,2024-01-24,2
72,2024-01-25,3
72,2024-01-26,0
72,2024-01-27,0
72,2024-01-28,0
72,2024-01-29,0
72,2024-01-30,2
73,2024-01-01,2
73,2024-01-02,2
73,2024-01-03,0
73,2024-01-04,0
73,2024-01-05,2
73,2024-01-06,0
73,2024-01-07,0
73,2024-01-08,0
73,2024-01-09,1
73,2024-01-10,3
73,2024-01-11,0
73,2024-01-12,4
73,2024-01-13,0
73,2024-01-14,1
73,2024-01-15,0
73,2024-01-16,2
73,2024-01-17,0
73,2024-01-18,2
73,2024-01-19,2
73,2024-01-20,2
73,2024-01-21,2
73,2024-01-22,0
73,2024-01-23,2
73,2024-01-24,0
73,2024-01-25,2
73,2024-01-26,0
73,2024-01-27,2
73,2024-01-28,0
73,2024-01-29,0
73,2024-01-30,0
74,2024-01-01,2
74,2024-01-02,2
74,2024-01-03,0
74,2024-01-04,0
74,2024-01-05,0
74,2024-01-06,0
74,2024-01-07,0
74,2024-01-08,0
74,2024-01-09,0
74,2024-01-10,0
74,2024-01-11,0
74,2024-01-12,0
74,2024-01-13,1
74,2024-01-14,0
74,2024-01-15,4
74,2024-01-16,4
74,2024-01-17,0
74,2024-01-18,4
74,2024-01-19,4
74,2024-01-20,2
74,2024-01-21,2
74,2024-01-22,2
74,2024-01-23,0
74,2024-01-24,0
74,2024-01-25,0
74,2024-01-26,0
74,2024-01-27,2
74,2024-01-28,2
74,2024-01-29,2
74,2024-01-30,2
75,2024-01-01,4
75,2024-01-02,4
75,2024-01-03,4
75,2024-01-04,0
75,2024-01-05,0
75,2024-01-06,2
75,2024-01-07,1
75,2024-01-08,0
75,2024-01-09,2
75,2024-01-10,2
75,2024-01-11,2
75,2024-01-12,6
75,2024-01-13,0
75,2024-01-14,2
75,2024-01-15,2
75,2024-01-16,0
75,2024-01-17,2
75,2024-01-18,2
75,2024-01-19,2
75,2024-01-20,0
75,2024-01-21,0
75,2024-01-22,2
75,2024-01-23,4
75,2024-01-24,2
75,2024-01-25,0
75,2024-01-26,0
75,2024-01-27,0
75,2024-01-28,2
75,2024-01-29,2
75,2024-01-30,0
76,2024-01-01,4
76,2024-01-02,0
76,2024-01-03,4
76,2024-01-04,0
76,2024-01-05,3
76,2024-01-06,0
76,2024-01-07,4
76,2024-01-08,2
76,2024-01-09,0
76,2024-01-10,0
76,2024-01-11,4
76,2024-01-12,6
76,2024-01-13,2
76,2024-01-14,2
76,2024-01-15,1
76,2024-01-16,0
76,2024-01-17,2
76,2024-01-18,2
76,2024-01-19,0
76,2024-01-20,0
76,2024-01-21,0
76,2024-01-22,1
76,2024-01-23,2
76,2024-01-24,2
76,2024-01-25,0
76,2024-01-26,0
76,2024-01-27,2
76,2024-01-28,2
76,2024-01-29,0
76,2024-01-30,0
77,2024-01-01,4
77,2024-01-02,2
77,2024-01-03,4
77,2024-01-04,0
77,2024-01-05,2
77,2024-01-06,4
77,2024-01-07,0
77,2024-01-08,3
77,2024-01-09,4
77,2024-01-10,4
77,2024-01-11,4
77,2024-01-12,0
77,2024-01-13,0
77,2024-01-14,2
77,2024-01-15,0
77,2024-01-16,2
77,2024-01-17,6
77,2024-01-18,2
77,2024-01-19,0
77,2024-01-20,0
77,2024-01-21,0
77,2024-01-22,0
77,2024-01-23,0
77,2024-01-24,4
77,2024-01-25,2
77,2024-01-26,3
77,2024-01-27,0
77,2024-01-28,2
77,2024-01-29,0
77,2024-01-30,0
78,2024-01-01,4
78,2024-01-02,0
78,2024-01-03,1
78,2024-01-04,2
78,2024-01-05,0
78,2024-01-06,0
78,2024-01-07,0
78,2024-01-08,2
78,2024-01-09,2
78,2024-01-10,0
78,2024-01-11,2
78,2024-01-12,0
78,2024-01-13,2
78,2024-01-14,2
78,2024-01-15,0
78,2024-01-16,2
78,2024-01-17,2
78,2024-01-18,2
78,2024-01-19,2
78,2024-01-20,0
78,2024-01-21,0
78,2024-01-22,2
78,2024-01-23,4
78,2024-01-24,0
78,2024-01-25,0
78,2024-01-26,0
78,2024-01-27,2
78,2024-01-28,2
78,2024-01-29,0
78,2024-01-30,0
79,2024-01-01,2
79,2024-01-02,0
79,2024-01-03,2
79,2024-01-04,2
79,2024-01-05,2
79,2024-01-06,0
79,2024-01-07,4
79,2024-01-08,0
79,2024-01-09,0
79,2024-01-10,2
79,2024-01-11,0
79,2024-01-12,0
79,2024-01-13,2
79,2024-01-14,2
79,2024-01-15,2
79,2024-01-16,2
79,2024-01-17,0
79,2024-01-18,2
79,2024-01-19,0
79,2024-01-20,2
79,2024-01-21,2
79,2024-01-22,0
79,2024-01-23,2
79,2024-01-24,2
79,2024-01-25,0
79,2024-01-26,4
79,2024-01-27,2
79,2024-01-28,2
79,2024-01-29,2
79,2024-01-30,0
80,2024-01-01,2
80,2024-01-02,0
80,2024-01-03,4
80,2024-01-04,0
80,2024-01-05,2
80,2024-01-06,0
80,2024-01-07,4
80,2024-01-08,2
80,2024-01-09,6
80,2024-01-10,0
80,2024-01-11,0
80,2024-01-12,2
80,2024-01-13,2
80,2024-01-14,4
80,2024-01-15,0
80,2024-01-16,2
80,2024-01-17,2
80,2024-01-18,2
80,2024-01-19,0
80,2024-01-20,2
80,2024-01-21,0
80,2024-01-22,0
80,2024-01-23,2
80,2024-01-24,0
80,2024-01-25,2
80,2024-01-26,2
80,2024-01-27,0
80,2024-01-28,2
80,2024-01-29,2
80,2024-01-30,0
81,2024-01-01,0
81,2024-01-02,0
81,2024-01-03,2
81,2024-01-04,2
81,2024-01-05,2
81,2024-01-06,0
81,2024-01-07,0
81,2024-01-08,4
81,2024-01-09,2
81,2024-01-10,0
81,2024-01-11,2
81,2024-01-12,1
81,2024-01-13,2
81,2024-01-14,2
81,2024-01-15,0
81,2024-01-16,1
81,2024-01-17,0
81,2024-01-18,2
81,2024-01-19,0
81,2024-01-20,2
81,2024-01-21,0
81,2024-01-22,0
81,2024-01-23,2
81,2024-01-24,2
81,2024-01-25,2
81,2024-01-26,0
81,2024-01-27,0
81,2024-01-28,2
81,2024-01-29,0
81,2024-01-30,0
82,2024-01-01,1
82,2024-01-02,2
82,2024-01-03,2
82,2024-01-04,1
82,2024-01-05,0
82,2024-01-06,0
82,2024-01-07,0
82,2024-01-08,0
82,2024-01-09,2
82,2024-01-10,0
82,2024-01-11,0
82,2024-01-12,4
82,2024-01-13,0
82,2024-01-14,0
82,2024-01-15,2
82,2024-01-16,2
82,2024-01-17,2
82,2024-01-18,2
82,2024-01-19,2
82,2024-01-20,0
82,2024-01-21,0
82,2024-01-22,2
82,2024-01-23,4
82,2024-01-24,0
82,2024-01-25,0
82,2024-01-26,4
82,2024-01-27,2
82,2024-01-28,0
82,2024-01-29,0
82,2024-01-30,0
83,2024-01-01,0
83,2024-01-02,2
83,2024-01-03,0
83,2024-01-04,2
83,2024-01-05,0
83,2024-01-06,0
83,2024-01-07,0
83,2024-01-08,0
83,2024-01-09,0
83,2024-01-10,0
83,2024-01-11,0
83,2024-01-12,1
83,2024-01-13,2
83,2024-01-14,0
83,2024-01-15,0
83,2024-01-16,0
83,2024-01-17,2
83,2024-01-18,0
83,2024-01-19,2
83,2024-01-20,2
83,2024-01-21,0
83,2024-01-22,4
83,2024-01-23,0
83,2024-01-24,0
83,2024-01-25,2
83,2024-01-26,0
83,2024-01-27,0
83,2024-01-28,0
83,2024-01-29,4
83,2024-01-30,4
84,2024-01-01,0
84,2024-01-02,0
84,2024-01-03,0
84,2024-01-04,2
84,2024-01-05,2
84,2024-01-06,2
84,2024-01-07,3
84,2024-01-08,4
84,2024-01-09,2
84,2024-01-10,2
84,2024-01-11,0
84,2024-01-12,0
84,2024-01-13,2
84,2024-01-14,0
84,2024-01-15,2
84,2024-01-16,2
84,2024-01-17,2
84,2024-01-18,0
84,2024-01-19,2
84,2024-01-20,0
84,2024-01-21,0
84,2024-01-22,0
84,2024-01-23,0
84,2024-01-24,2
84,2024-01-25,0
84,2024-01-26,2
84,2024-01-27,0
84,2024-01-28,2
84,2024-01-29,0
84,2024-01-30,2
85,2024-01-01,2
85,2024-01-02,2
85,2024-01-03,2
85,2024-01-04,0
85,2024-01-05,0
85,2024-01-06,0
85,2024-01-07,0
85,2024-01-08,2
85,2024-01-09,2
85,2024-01-10,0
85,2024-01-11,2
85,2024-01-12,2
85,2024-01-13,2
85,2024-01-14,0
85,2024-01-15,2
85,2024-01-16,2
85,2024-01-17,0
85,2024-01-18,0
85,2024-01-19,2
85,2024-01-20,0
85,2024-01-21,0
